id	at_bats	hits
2140	292	89
2141	327	50
2142	243	17
2143	268	85
2144	34	4
2145	361	131
2146	330	104
2147	289	121
2148	34	12
2149	319	114
2150	29	8
2151	302	122
2152	302	98
2153	314	63
2154	285	102
2155	280	64
2156	334	126
2157	48	17
2158	327	154
2159	335	73
2160	232	51
2161	269	85
2162	299	42
2163	294	125
2164	34	9
2165	15	0
2166	297	149
2167	19	4
2168	263	91
2169	320	66
2170	301	121
2171	304	105
2172	280	119
2173	322	103
2174	305	114
2175	333	97
2176	273	52
2177	333	43
2178	317	100
2179	305	99
2180	306	99
2181	40	18
2182	321	161
2183	278	130
2184	308	151
2185	267	104
2186	296	53
2187	329	101
2188	277	121
2189	320	118
2190	293	45
2191	43	9
2192	29	4
2193	297	96
2194	342	127
2195	265	30
2196	334	122
2197	324	106
2198	292	81
2199	23	4
2200	46	9
2201	336	139
2202	323	67
2203	38	4
2204	261	74
2205	308	82
2206	254	43
2207	326	120
2208	298	112
2209	312	106
2210	257	105
2211	273	100
2212	323	98
2213	317	109
2214	26	2
2215	25	7
2216	17	5
2217	318	135
2218	259	59
2219	349	138
2220	269	26
2221	40	9
2222	348	154
2223	334	148
2224	276	47
2225	33	8
2226	309	144
2227	275	66
2228	285	59
2229	310	35
2230	293	64
2231	278	127
2232	252	76
2233	25	4
2234	278	151
2235	308	82
2236	289	66
2237	297	113
2238	330	92
2239	300	130
2240	340	53
2241	297	111
2242	31	13
2243	38	19
2244	302	90
2245	26	7
2246	232	92
2247	313	58
2248	289	112
2249	294	52
2250	349	100
2251	26	7
2252	31	6
2253	287	63
2254	316	68
2255	305	81
2256	309	78
2257	312	108
2258	37	12
2259	29	10
2260	306	79
2261	314	134
2262	309	97
2263	43	18
2264	323	79
2265	277	82
2266	297	99
2267	262	141
2268	292	61
2269	43	13
2270	283	66
2271	338	69
2272	275	105
2273	26	13
2274	27	4
2275	314	97
2276	291	55
2277	27	6
2278	29	4
2279	282	30
2280	296	88
2281	309	115
2282	6	1
2283	306	99
2284	287	46
2285	235	0
2286	320	128
2287	40	7
2288	325	108
2289	308	47
2290	218	37
2291	273	94
2292	240	54
2293	297	89
2294	284	53
2295	330	92
2296	315	73
2297	284	92
2298	331	102
2299	330	118
2300	309	100
2301	300	103
2302	24	10
2303	303	76
2304	310	51
2305	35	9
2306	315	121
2307	308	95
2308	327	110
2309	17	9
2310	216	55
2311	319	91
2312	301	79
2313	41	19
2314	328	107
2315	15	4
2316	290	81
2317	273	90
2318	50	10
2319	39	17
2320	337	96
2321	303	123
2322	25	8
2323	270	46
2324	300	107
2325	25	1
2326	294	115
2327	269	55
2328	285	68
2329	297	92
2330	313	63
2331	274	58
2332	276	127
2333	29	4
2334	304	96
2335	290	95
2336	26	9
2337	35	11
2338	32	8
2339	325	58
2340	327	91
2341	35	4
2342	23	3
2343	333	138
2344	311	88
2345	203	27
2346	268	94
2347	312	98
2348	318	67
2349	335	92
2350	263	80
2351	311	64
2352	267	73
2353	238	48
2354	298	60
2355	287	87
2356	292	80
2357	293	56
2358	308	121
2359	23	7
2360	332	93
2361	288	121
2362	31	9
2363	303	110
2364	311	66
2365	297	95
2366	262	30
2367	39	15
2368	305	117
2369	376	102
2370	22	10
2371	250	72
2372	339	73
2373	296	106
2374	294	93
2375	313	91
2376	269	73
2377	34	8
2378	285	102
2379	282	55
2380	315	54
2381	307	69
2382	295	71
2383	328	44
2384	270	51
2385	244	61
2386	259	73
2387	277	54
2388	353	107
2389	282	113
2390	287	106
2391	343	98
2392	27	8
2393	318	82
2394	301	122
2395	314	130
2396	299	91
2397	296	51
2398	285	102
2399	12	4
2400	301	120
2401	289	101
2402	265	48
2403	287	45
2404	282	29
2405	233	82
2406	307	64
2407	309	53
2408	25	1
2409	35	10
2410	273	56
2411	310	102
2412	318	152
2413	291	113
2414	327	76
2415	268	130
2416	29	9
2417	290	70
2418	303	126
2419	348	190
2420	314	97
2421	45	6
2422	274	96
2423	294	109
2424	282	72
2425	296	129
2426	19	7
2427	300	63
2428	303	95
2429	302	119
2430	324	122
2431	279	85
2432	42	8
2433	265	83
2434	252	113
2435	26	2
2436	280	107
2437	268	113
2438	34	18
2439	318	135
2440	292	118
2441	39	7
2442	290	119
2443	335	55
2444	338	97
2445	27	3
2446	42	20
2447	14	6
2448	325	63
2449	20	5
2450	338	96
2451	258	104
2452	319	59
2453	316	140
2454	287	100
2455	332	79
2456	339	121
2457	341	90
2458	355	123
2459	54	16
2460	326	71
2461	315	150
2462	310	81
2463	31	12
2464	304	97
2465	29	11
2466	349	93
2467	299	68
2468	38	12
2469	362	151
2470	319	65
2471	313	117
2472	320	65
2473	299	144
2474	305	77
2475	325	92
2476	305	115
2477	298	129
2478	16	2
2479	324	89
2480	280	75
2481	339	87
2482	285	127
2483	309	97
2484	302	121
2485	348	146
2486	22	3
2487	241	75
2488	310	117
2489	237	65
2490	318	40
2491	307	87
2492	329	128
2493	313	136
2494	322	99
2495	306	100
2496	291	144
2497	320	113
2498	273	75
2499	300	81
2500	303	124
2501	293	88
2502	278	96
2503	275	124
2504	276	91
2505	10	2
2506	315	104
2507	382	114
2508	315	124
2509	31	5
2510	309	74
2511	286	116
2512	308	46
2513	227	73
2514	33	13
2515	298	118
2516	278	61
2517	300	54
2518	41	7
2519	324	155
2520	331	103
2521	311	90
2522	25	10
2523	9	4
2524	26	5
2525	276	117
2526	32	15
2527	246	84
2528	263	101
2529	326	4
2530	31	12
2531	319	59
2532	261	70
2533	313	153
2534	27	3
2535	294	93
2536	284	48
2537	335	103
2538	13	3
2539	304	67
2540	253	53
2541	272	33
2542	25	8
2543	30	20
2544	327	99
2545	282	99
2546	321	121
2547	17	5
2548	35	8
2549	303	88
2550	333	70
2551	333	87
2552	30	6
2553	264	112
2554	324	161
2555	266	83
2556	308	122
2557	279	67
2558	320	94
2559	268	94
2560	306	92
2561	319	125
2562	294	83
2563	39	16
2564	231	80
2565	309	68
2566	281	120
2567	284	81
2568	23	4
2569	262	68
2570	296	22
2571	331	54
2572	331	112
2573	328	114
2574	31	9
2575	237	116
2576	23	8
2577	329	62
2578	289	67
2579	300	101
2580	340	113
2581	291	157
2582	35	19
2583	323	66
2584	298	96
2585	210	45
2586	316	113
2587	334	73
2588	362	80
2589	12	6
2590	290	82
2591	299	115
2592	310	71
2593	279	81
2594	255	86
2595	269	56
2596	274	79
2597	282	66
2598	269	85
2599	297	106
2600	250	84
2601	317	47
2602	36	16
2603	28	8
2604	235	100
2605	330	66
2606	339	97
2607	262	116
2608	3	1
2609	18	6
2610	276	108
2611	259	82
2612	291	81
2613	251	42
2614	35	12
2615	258	88
2616	321	90
2617	310	111
2618	239	100
2619	317	60
2620	324	101
2621	276	87
2622	262	80
2623	45	12
2624	318	111
2625	286	57
2626	263	92
2627	272	118
2628	55	11
2629	282	56
2630	355	97
2631	323	101
2632	314	96
2633	334	163
2634	264	70
2635	291	72
2636	273	83
2637	322	60
2638	287	111
2639	264	97
2640	248	48
2641	278	102
2642	13	3
2643	260	62
2644	293	46
2645	325	117
2646	293	103
2647	288	93
2648	291	110
2649	248	76
2650	280	64
2651	339	133
2652	299	18
2653	325	56
2654	345	101
2655	275	26
2656	43	10
2657	276	112
2658	337	86
2659	297	128
2660	222	93
2661	303	93
2662	317	100
2663	313	94
2664	258	61
2665	296	140
2666	356	117
2667	29	11
2668	298	68
2669	340	69
2670	266	84
2671	18	7
2672	22	10
2673	248	95
2674	287	97
2675	304	122
2676	35	1
2677	329	129
2678	308	107
2679	321	129
2680	37	11
2681	263	79
2682	346	164
2683	336	96
2684	250	75
2685	327	115
2686	307	81
2687	314	79
2688	371	110
2689	22	5
2690	281	111
2691	261	64
2692	285	124
2693	33	11
2694	296	47
2695	277	71
2696	299	32
2697	344	115
2698	45	5
2699	26	0
2700	292	83
2701	313	107
2702	45	17
2703	294	123
2704	27	14
2705	305	56
2706	282	142
2707	305	100
2708	245	66
2709	256	94
2710	248	80
2711	332	74
2712	258	98
2713	276	93
2714	13	4
2715	347	77
2716	341	135
2717	330	121
2718	308	77
2719	30	14
2720	307	82
2721	334	78
2722	277	112
2723	319	39
2724	288	106
2725	335	48
2726	330	128
2727	357	164
2728	322	96
2729	282	8
2730	269	72
2731	286	99
2732	222	44
2733	336	161
2734	276	77
2735	277	64
2736	323	106
2737	43	16
2738	294	6
2739	253	60
2740	285	95
2741	371	93
2742	300	97
2743	290	117
2744	281	85
2745	25	5
2746	322	31
2747	313	88
2748	330	142
2749	336	45
2750	312	97
2751	267	66
2752	30	9
2753	302	82
2754	296	84
2755	272	87
2756	367	111
2757	260	125
2758	312	119
2759	34	16
2760	297	86
2761	263	82
2762	336	95
2763	264	67
2764	284	68
2765	357	107
2766	303	52
2767	325	98
2768	31	5
2769	306	123
2770	272	70
2771	286	97
2772	318	47
2773	323	69
2774	342	64
2775	329	103
2776	262	101
2777	311	85
2778	308	162
2779	296	112
2780	321	104
2781	306	91
2782	24	7
2783	270	110
2784	315	151
2785	242	28
2786	34	14
2787	294	63
2788	312	50
2789	311	108
2790	315	75
2791	30	17
2792	288	119
2793	320	38
2794	298	106
2795	296	121
2796	299	45
2797	305	114
2798	314	100
2799	35	14
2800	299	47
2801	18	7
2802	271	88
2803	281	86
2804	327	53
2805	307	80
2806	9	2
2807	22	6
2808	297	12
2809	245	99
2810	319	137
2811	32	12
2812	332	134
2813	279	70
2814	36	6
2815	292	109
2816	285	75
2817	323	128
2818	293	102
2819	293	53
2820	320	104
2821	328	133
2822	53	23
2823	266	92
2824	327	145
2825	321	110
2826	289	106
2827	320	26
2828	30	7
2829	318	97
2830	353	121
2831	286	42
2832	324	78
2833	288	67
2834	253	87
2835	317	155
2836	290	32
2837	295	97
2838	38	4
2839	290	40
2840	325	93
2841	334	122
2842	362	115
2843	324	119
2844	302	91
2845	30	12
2846	332	208
2847	239	91
2848	320	62
2849	358	151
2850	280	47
2851	266	101
2852	21	6
2853	282	138
2854	316	75
2855	315	85
2856	284	38
2857	27	12
2858	249	19
2859	269	41
2860	323	111
2861	323	96
2862	300	0
2863	41	4
2864	366	68
2865	295	118
2866	254	47
2867	313	125
2868	325	58
2869	11	3
2870	24	6
2871	323	47
2872	253	68
2873	280	97
2874	26	14
2875	281	87
2876	322	3
2877	37	12
2878	333	89
2879	335	121
2880	309	50
2881	23	3
2882	340	103
2883	43	26
2884	293	149
2885	270	76
2886	304	134
2887	285	88
2888	295	106
2889	294	99
2890	305	77
2891	323	100
2892	254	30
2893	31	12
2894	28	6
2895	324	45
2896	26	10
2897	306	71
2898	315	40
2899	309	131
2900	242	63
2901	314	147
2902	315	85
2903	323	133
2904	14	8
2905	10	4
2906	310	87
2907	269	55
2908	29	3
2909	19	6
2910	268	83
2911	286	54
2912	266	102
2913	326	146
2914	323	85
2915	35	19
2916	273	38
2917	322	84
2918	321	108
2919	356	93
2920	190	78
2921	255	95
2922	315	156
2923	25	11
2924	307	90
2925	287	73
2926	296	90
2927	274	31
2928	284	52
2929	314	98
2930	349	108
2931	323	98
2932	362	77
2933	23	6
2934	307	94
2935	18	9
2936	335	108
2937	298	92
2938	278	126
2939	311	53
2940	287	147
2941	298	181
2942	345	139
2943	288	81
2944	257	23
2945	312	88
2946	306	43
2947	282	156
2948	287	49
2949	292	94
2950	283	126
2951	314	80
2952	273	109
2953	350	102
2954	278	56
2955	266	69
2956	295	73
2957	313	113
2958	300	89
2959	308	75
2960	317	117
2961	282	101
2962	275	66
2963	285	50
2964	324	135
2965	302	79
2966	304	106
2967	16	8
2968	368	111
2969	346	77
2970	330	66
2971	356	134
2972	252	76
2973	336	111
2974	338	129
2975	30	6
2976	267	72
2977	321	100
2978	26	3
2979	290	75
2980	306	55
2981	23	10
2982	328	75
2983	241	106
2984	268	83
2985	268	144
2986	274	61
2987	293	101
2988	303	28
2989	323	127
2990	12	1
2991	277	35
2992	329	92
2993	263	55
2994	44	13
2995	276	96
2996	49	17
2997	325	161
2998	304	117
2999	312	85
3000	28	10
3001	259	54
3002	363	102
3003	302	83
3004	17	1
3005	294	77
3006	307	135
3007	240	70
3008	34	10
3009	292	80
3010	258	83
3011	308	60
3012	311	67
3013	278	58
3014	313	108
3015	251	103
3016	315	29
3017	306	88
3018	321	76
3019	333	96
3020	303	106
3021	37	6
3022	289	19
3023	326	65
3024	320	101
3025	286	57
3026	333	87
3027	288	89
3028	19	2
3029	298	62
3030	268	31
3031	281	81
3032	293	93
3033	314	92
3034	301	126
3035	310	69
3036	310	87
3037	298	72
3038	318	43
3039	292	89
3040	274	68
3041	23	13
3042	313	80
3043	263	54
3044	24	7
3045	341	92
3046	246	98
3047	14	4
3048	34	13
3049	34	1
3050	36	13
3051	9	1
3052	270	66
3053	354	86
3054	342	132
3055	36	13
3056	306	30
3057	19	12
3058	303	78
3059	286	67
3060	23	10
3061	46	17
3062	299	83
3063	283	112
3064	296	121
3065	295	92
3066	298	78
3067	369	135
3068	284	112
3069	338	125
3070	321	82
3071	295	106
3072	272	70
3073	37	17
3074	38	13
3075	282	123
3076	21	4
3077	292	110
3078	345	139
3079	33	7
3080	336	48
3081	298	90
3082	291	99
3083	326	108
3084	278	82
3085	317	60
3086	288	99
3087	266	48
3088	305	94
3089	350	96
3090	294	66
3091	344	113
3092	247	42
3093	38	15
3094	301	91
3095	302	86
3096	292	122
3097	294	112
3098	297	28
3099	295	97
3100	297	117
3101	309	107
3102	348	106
3103	291	75
3104	29	13
3105	275	115
3106	23	7
3107	347	83
3108	314	68
3109	306	67
3110	53	9
3111	280	89
3112	288	64
3113	22	3
3114	273	105
3115	24	6
3116	279	83
3117	269	87
3118	308	59
3119	286	94
3120	325	81
3121	302	94
3122	311	83
3123	321	154
3124	313	115
3125	293	71
3126	285	94
3127	365	86
3128	270	149
3129	290	66
3130	16	6
3131	20	11
3132	282	96
3133	322	56
3134	333	133
3135	287	35
3136	298	38
3137	248	90
3138	297	129
3139	277	80
3140	252	47
3141	250	72
3142	326	59
3143	30	8
3144	243	105
3145	289	4
3146	296	40
3147	36	9
3148	312	101
3149	295	83
3150	311	118
3151	337	109
3152	44	12
3153	292	104
3154	309	56
3155	292	136
3156	306	115
3157	277	76
3158	273	108
3159	350	29
3160	286	103
3161	294	99
3162	292	74
3163	301	26
3164	297	87
3165	288	95
3166	44	12
3167	319	147
3168	296	115
3169	281	55
3170	301	111
3171	319	114
3172	333	128
3173	17	3
3174	317	45
3175	331	95
3176	312	136
3177	258	110
3178	293	31
3179	41	14
3180	38	9
3181	307	106
3182	33	13
3183	312	27
3184	312	103
3185	38	12
3186	312	81
3187	254	42
3188	244	86
3189	301	17
3190	307	115
3191	287	62
3192	278	43
3193	267	50
3194	295	79
3195	265	121
3196	367	134
3197	29	8
3198	339	115
3199	42	15
3200	282	66
3201	356	141
3202	320	81
3203	303	39
3204	25	5
3205	394	192
3206	316	100
3207	17	0
3208	37	7
3209	298	139
3210	275	14
3211	332	17
3212	48	32
3213	252	113
3214	25	5
3215	307	87
3216	287	130
3217	286	90
3218	299	78
3219	279	110
3220	27	7
3221	276	67
3222	321	79
3223	298	75
3224	295	85
3225	301	67
3226	17	4
3227	30	8
3228	323	43
3229	255	80
3230	263	92
3231	312	101
3232	262	118
3233	328	94
3234	33	14
3235	281	83
3236	235	79
3237	290	100
3238	280	71
3239	285	92
3240	330	114
3241	36	7
3242	21	1
3243	290	11
3244	286	81
3245	333	82
3246	314	131
3247	248	125
3248	306	84
3249	319	45
3250	26	14
3251	250	80
3252	42	0
3253	323	104
3254	299	113
3255	310	96
3256	302	115
3257	16	6
3258	319	77
3259	44	12
3260	278	38
3261	22	8
3262	269	81
3263	318	150
3264	251	130
3265	19	4
3266	329	126
3267	296	28
3268	47	21
3269	239	95
3270	375	117
3271	20	6
3272	280	111
3273	310	113
3274	275	110
3275	355	109
3276	304	82
3277	303	51
3278	325	77
3279	290	38
3280	315	112
3281	347	109
3282	348	21
3283	282	99
3284	38	20
3285	325	95
3286	294	87
3287	23	7
3288	291	41
3289	286	96
3290	263	83
3291	18	6
3292	29	5
3293	233	104
3294	290	95
3295	352	131
3296	307	88
3297	280	82
3298	308	134
3299	32	14
3300	22	8
3301	339	81
3302	348	118
3303	306	75
3304	288	115
3305	24	12
3306	310	137
3307	309	68
3308	40	13
3309	21	5
3310	24	7
3311	310	102
3312	293	105
3313	23	6
3314	325	122
3315	320	78
3316	221	58
3317	17	5
3318	345	56
3319	269	98
3320	310	100
3321	36	2
3322	346	120
3323	338	137
3324	310	117
3325	348	109
3326	282	95
3327	264	111
3328	19	3
3329	307	66
3330	288	75
3331	30	3
3332	29	2
3333	283	105
3334	338	146
3335	335	110
3336	312	47
3337	297	83
3338	35	13
3339	336	98
3340	34	7
3341	242	53
3342	328	143
3343	268	71
3344	288	58
3345	298	51
3346	339	139
3347	300	78
3348	334	79
3349	312	123
3350	302	74
3351	292	137
3352	316	99
3353	284	134
3354	309	117
3355	286	86
3356	356	65
3357	29	8
3358	41	8
3359	21	8
3360	36	8
3361	294	81
3362	332	53
3363	264	78
3364	273	33
3365	359	32
3366	29	8
3367	294	111
3368	303	112
3369	288	15
3370	275	79
3371	24	13
3372	22	4
3373	293	84
3374	340	123
3375	267	51
3376	299	93
3377	298	23
3378	288	84
3379	325	33
3380	311	96
3381	330	107
3382	329	151
3383	301	82
3384	352	102
3385	284	108
3386	289	95
3387	328	97
3388	25	14
3389	23	11
3390	280	35
3391	285	50
3392	40	4
3393	350	122
3394	303	130
3395	345	111
3396	329	116
3397	248	65
3398	285	85
3399	277	47
3400	317	85
3401	38	14
3402	360	91
3403	26	10
3404	342	111
3405	34	13
3406	286	21
3407	302	125
3408	251	84
3409	223	30
3410	37	9
3411	294	111
3412	313	103
3413	296	80
3414	255	89
3415	298	138
3416	308	121
3417	336	137
3418	274	42
3419	246	82
3420	344	80
3421	280	94
3422	288	56
3423	321	77
3424	243	85
3425	292	54
3426	19	5
3427	292	54
3428	321	105
3429	299	68
3430	331	60
3431	290	64
3432	283	116
3433	359	79
3434	301	108
3435	31	7
3436	327	102
3437	31	11
3438	267	67
3439	286	63
3440	27	2
3441	318	70
3442	257	57
3443	292	54
3444	248	91
3445	32	2
3446	303	117
3447	292	64
3448	268	72
3449	296	86
3450	303	77
3451	30	7
3452	281	82
3453	323	159
3454	297	50
3455	304	16
3456	8	1
3457	312	123
3458	288	64
3459	28	9
3460	303	89
3461	266	29
3462	290	54
3463	275	68
3464	361	73
3465	360	155
3466	324	105
3467	287	66
3468	258	44
3469	333	51
3470	261	93
3471	47	25
3472	344	80
3473	308	35
3474	325	80
3475	280	93
3476	327	84
3477	322	71
3478	281	43
3479	284	73
3480	323	35
3481	278	85
3482	323	177
3483	314	75
3484	287	87
3485	348	138
3486	273	114
3487	309	44
3488	281	93
3489	312	69
3490	310	163
3491	279	67
3492	278	96
3493	27	4
3494	30	16
3495	32	5
3496	271	87
3497	343	166
3498	328	74
3499	246	86
3500	312	100
3501	284	64
3502	37	8
3503	323	104
3504	308	87
3505	316	60
3506	299	154
3507	285	111
3508	26	12
3509	244	90
3510	243	94
3511	297	64
3512	27	10
3513	303	74
3514	300	71
3515	320	32
3516	277	39
3517	308	93
3518	30	11
3519	299	107
3520	313	40
3521	33	14
3522	32	16
3523	284	68
3524	311	103
3525	298	96
3526	295	53
3527	356	172
3528	294	79
3529	282	141
3530	334	97
3531	278	96
3532	297	102
3533	261	64
3534	255	61
3535	277	92
3536	292	77
3537	290	92
3538	353	82
3539	278	79
3540	324	93
3541	301	46
3542	31	16
3543	34	14
3544	323	150
3545	265	106
3546	301	75
3547	287	122
3548	60	17
3549	328	118
3550	318	54
3551	288	76
3552	261	76
3553	305	92
3554	333	74
3555	236	84
3556	261	38
3557	288	69
3558	358	95
3559	22	10
3560	33	2
3561	235	97
3562	277	86
3563	303	78
3564	288	77
3565	37	13
3566	269	37
3567	283	33
3568	314	68
3569	294	63
3570	305	138
3571	302	71
3572	292	53
3573	300	56
3574	337	123
3575	351	104
3576	26	11
3577	296	107
3578	304	76
3579	317	108
3580	253	65
3581	306	86
3582	297	81
3583	285	126
3584	326	102
3585	277	27
3586	356	68
3587	328	61
3588	258	103
3589	338	126
3590	298	63
3591	373	102
3592	301	186
3593	299	135
3594	285	32
3595	321	77
3596	288	79
3597	303	119
3598	263	60
3599	258	31
3600	350	76
3601	340	190
3602	283	125
3603	329	23
3604	298	111
3605	328	103
3606	340	130
3607	296	60
3608	330	93
3609	295	61
3610	255	55
3611	318	133
3612	298	136
3613	308	54
3614	284	51
3615	294	114
3616	241	68
3617	291	108
3618	334	57
3619	19	2
3620	276	89
3621	274	100
3622	283	64
3623	327	55
3624	292	75
3625	321	47
3626	309	112
3627	279	79
3628	325	34
3629	313	93
3630	30	11
3631	249	37
3632	24	8
3633	297	84
3634	300	98
3635	288	104
3636	11	5
3637	41	8
3638	358	137
3639	326	139
3640	36	9
3641	265	96
3642	16	7
3643	270	58
3644	327	98
3645	310	138
3646	37	13
3647	321	176
3648	347	118
3649	275	97
3650	326	89
3651	46	4
3652	348	124
3653	284	77
3654	252	97
3655	317	57
3656	339	67
3657	30	14
3658	287	45
3659	298	77
3660	294	77
3661	233	108
3662	334	112
3663	346	88
3664	245	66
3665	250	65
3666	14	3
3667	246	22
3668	286	113
3669	272	109
3670	301	62
3671	291	42
3672	272	124
3673	285	104
3674	290	67
3675	273	62
3676	15	3
3677	242	113
3678	30	9
3679	326	120
3680	219	26
3681	309	139
3682	309	93
3683	48	15
3684	285	78
3685	332	78
3686	342	120
3687	274	99
3688	27	6
3689	314	76
3690	310	66
3691	286	123
3692	341	107
3693	335	99
3694	346	55
3695	286	60
3696	27	11
3697	24	7
3698	349	91
3699	28	8
3700	321	115
3701	289	73
3702	302	74
3703	298	38
3704	334	65
3705	303	47
3706	318	65
3707	345	71
3708	298	182
3709	282	63
3710	30	11
3711	257	90
3712	36	15
3713	296	58
3714	316	111
3715	245	48
3716	305	117
3717	303	77
3718	253	64
3719	385	149
3720	336	118
3721	48	13
3722	254	116
3723	279	35
3724	282	76
3725	269	79
3726	256	5
3727	298	173
3728	244	69
3729	18	8
3730	40	14
3731	278	93
3732	36	15
3733	305	89
3734	25	9
3735	304	110
3736	258	77
3737	42	20
3738	284	62
3739	294	73
3740	331	120
3741	350	56
3742	279	91
3743	336	91
3744	278	139
3745	286	89
3746	290	63
3747	280	69
3748	307	157
3749	297	46
3750	297	105
3751	285	76
3752	270	99
3753	300	81
3754	12	5
3755	289	89
3756	241	74
3757	276	63
3758	235	66
3759	289	81
3760	323	73
3761	313	109
3762	309	93
3763	321	129
3764	300	46
3765	247	61
3766	20	9
3767	283	131
3768	298	62
3769	34	10
3770	25	10
3771	47	26
3772	308	77
3773	322	127
3774	32	12
3775	277	89
3776	307	130
3777	295	60
3778	281	119
3779	301	77
3780	268	65
3781	300	72
3782	280	117
3783	271	107
3784	347	104
3785	275	115
3786	299	115
3787	258	164
3788	300	124
3789	32	15
3790	331	69
3791	22	8
3792	341	107
3793	199	53
3794	322	53
3795	24	11
3796	299	74
3797	277	132
3798	250	101
3799	18	9
3800	325	55
3801	301	63
3802	315	46
3803	299	93
3804	330	171
3805	320	97
3806	296	67
3807	238	68
3808	50	3
3809	247	52
3810	18	4
3811	327	26
3812	317	120
3813	231	60
3814	317	107
3815	20	6
3816	276	46
3817	303	54
3818	339	108
3819	254	119
3820	21	7
3821	255	76
3822	248	87
3823	286	59
3824	285	103
3825	307	119
3826	339	84
3827	316	79
3828	36	13
3829	318	104
3830	313	84
3831	27	11
3832	31	12
3833	33	15
3834	361	127
3835	320	104
3836	361	150
3837	277	115
3838	347	123
3839	30	4
3840	27	7
3841	263	127
3842	319	109
3843	311	165
3844	319	99
3845	378	98
3846	230	71
3847	287	124
3848	286	77
3849	304	74
3850	271	73
3851	331	55
3852	339	54
3853	56	24
3854	31	11
3855	284	120
3856	295	93
3857	35	0
3858	323	56
3859	276	118
3860	39	10
3861	281	126
3862	321	70
3863	270	65
3864	283	108
3865	35	7
3866	275	132
3867	301	116
3868	304	107
3869	245	69
3870	299	95
3871	291	105
3872	323	111
3873	281	90
3874	265	108
3875	308	90
3876	289	79
3877	271	50
3878	353	69
3879	21	6
3880	302	42
3881	48	15
3882	303	71
3883	324	22
3884	266	75
3885	338	135
3886	336	117
3887	330	177
3888	287	90
3889	285	112
3890	354	146
3891	310	19
3892	32	10
3893	333	117
3894	32	4
3895	304	126
3896	254	30
3897	320	113
3898	320	143
3899	309	84
3900	271	55
3901	24	9
3902	346	154
3903	305	43
3904	330	118
3905	39	3
3906	280	90
3907	276	58
3908	298	39
3909	15	7
3910	295	96
3911	317	71
3912	293	87
3913	314	47
3914	303	107
3915	23	8
3916	305	110
3917	316	89
3918	281	81
3919	258	79
3920	316	122
3921	335	96
3922	288	115
3923	29	9
3924	14	4
3925	345	178
3926	258	69
3927	313	35
3928	316	149
3929	299	132
3930	20	6
3931	229	81
3932	37	13
3933	294	80
3934	22	5
3935	268	77
3936	264	12
3937	316	77
3938	278	43
3939	292	117
3940	328	85
3941	342	126
3942	286	91
3943	309	113
3944	343	55
3945	364	121
3946	24	12
3947	37	15
3948	290	52
3949	31	7
3950	338	122
3951	317	117
3952	37	11
3953	25	9
3954	319	114
3955	335	129
3956	334	56
3957	24	1
3958	34	15
3959	319	97
3960	335	108
3961	351	103
3962	45	17
3963	303	142
3964	19	9
3965	313	87
3966	298	0
3967	290	115
3968	268	107
3969	48	10
3970	293	68
3971	295	84
3972	19	7
3973	319	89
3974	17	7
3975	300	103
3976	24	7
3977	352	113
3978	332	129
3979	34	4
3980	293	119
3981	302	37
3982	316	137
3983	265	87
3984	257	115
3985	41	6
3986	41	12
3987	318	103
3988	353	119
3989	324	82
3990	39	20
3991	339	74
3992	255	92
3993	246	108
3994	349	88
3995	303	57
3996	33	11
3997	354	101
3998	313	62
3999	30	9
4000	291	87
4001	367	98
4002	284	87
4003	326	143
4004	295	112
4005	330	93
4006	273	57
4007	33	19
4008	290	43
4009	280	96
4010	47	22
4011	50	20
4012	318	134
4013	327	116
4014	257	40
4015	337	47
4016	246	31
4017	354	84
4018	340	49
4019	294	118
4020	34	10
4021	300	87
4022	34	7
4023	300	35
4024	301	68
4025	42	20
4026	270	101
4027	46	12
4028	259	106
4029	287	119
4030	290	101
4031	303	65
4032	284	168
4033	338	94
4034	251	20
4035	19	10
4036	274	115
4037	309	84
4038	317	113
4039	366	130
4040	324	108
4041	300	88
4042	307	61
4043	19	8
4044	323	141
4045	316	99
4046	277	120
4047	225	97
4048	274	91
4049	254	96
4050	25	1
4051	272	37
4052	296	98
4053	303	96
4054	251	66
4055	262	116
4056	230	82
4057	30	10
4058	306	96
4059	31	9
4060	328	104
4061	280	84
4062	13	7
4063	294	46
4064	258	72
4065	22	3
4066	241	44
4067	297	85
4068	49	8
4069	348	107
4070	15	1
4071	323	58
4072	317	81
4073	366	72
4074	325	125
4075	342	98
4076	36	16
4077	48	8
4078	5	1
4079	19	6
4080	283	25
4081	33	15
4082	302	110
4083	350	92
4084	271	125
4085	300	121
4086	258	43
4087	316	110
4088	297	41
4089	280	80
4090	31	8
4091	293	106
4092	12	6
4093	289	116
4094	35	13
4095	23	8
4096	43	12
4097	319	87
4098	265	92
4099	303	95
4100	30	9
4101	284	115
4102	12	3
4103	268	34
4104	26	7
4105	296	86
4106	365	100
4107	241	72
4108	40	9
4109	295	37
4110	25	2
4111	325	47
4112	259	71
4113	8	3
4114	41	9
4115	319	110
4116	293	73
4117	342	182
4118	296	22
4119	279	74
4120	281	49
4121	302	92
4122	280	72
4123	21	6
4124	303	75
4125	348	64
4126	22	9
4127	225	70
4128	273	143
4129	310	15
4130	301	64
4131	303	58
4132	295	65
4133	322	151
4134	269	71
4135	304	61
4136	285	81
4137	42	10
